sheet_name,row_index,chapter,subchapter,code_article,product_name,unite,quantite,matched_page,matched_pdf,brand,specs,matched_excerpt,match_confidence
descriptif,37,Appareils sanitaires,Pose,C-02,Lavabo-Vasque,U,1,10,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,,Siphon en PVC | de PVC des évacuations,"PRIX N° C-02 : LAVABO-VASQUE
Pose d'un lavabo comprenant :
- Pose de Mitigeur
- Fourniture et pose de 02 robinets d’arrêt Shell
- Fourniture et pose de Siphon en PVC
- Fourniture et pose de Flexibles de raccordement eaux alimentations
- Fourniture et pose de PVC des évacuations",0.99
descriptif,38,Appareils sanitaires,Pose,C-02,Mitigeur,U,1,10,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,,Siphon en PVC | de PVC des évacuations,"PRIX N° C-02 : LAVABO-VASQUE
Pose d'un lavabo comprenant :
- Pose de Mitigeur
- Fourniture et pose de 02 robinets d’arrêt Shell
- Fourniture et pose de Siphon en PVC
- Fourniture et pose de Flexibles de raccordement eaux alimentations
- Fourniture et pose de PVC des évacuations",0.99
descriptif,39,Appareils sanitaires,Pose,C-02,Robinets d’arrêt Shell,U,2,10,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,,Siphon en PVC | de PVC des évacuations,"PRIX N° C-02 : LAVABO-VASQUE
Pose d'un lavabo comprenant :
- Pose de Mitigeur
- Fourniture et pose de 02 robinets d’arrêt Shell
- Fourniture et pose de Siphon en PVC
- Fourniture et pose de Flexibles de raccordement eaux alimentations
- Fourniture et pose de PVC des évacuations",0.99
descriptif,40,Appareils sanitaires,Pose,C-02,Siphon en PVC,U,1,10,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,,de PVC des évacuations,"PRIX N° C-02 : LAVABO-VASQUE
Pose d'un lavabo comprenant :
- Pose de Mitigeur
- Fourniture et pose de 02 robinets d’arrêt Shell
- Fourniture et pose de Siphon en PVC
- Fourniture et pose de Flexibles de raccordement eaux alimentations
- Fourniture et pose de PVC des évacuations",0.99
descriptif,41,Appareils sanitaires,Pose,C-02,Flexibles de raccordement eaux alimentations,U,1,10,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,,Siphon en PVC | de PVC des évacuations,"PRIX N° C-02 : LAVABO-VASQUE
Pose d'un lavabo comprenant :
- Pose de Mitigeur
- Fourniture et pose de 02 robinets d’arrêt Shell
- Fourniture et pose de Siphon en PVC
- Fourniture et pose de Flexibles de raccordement eaux alimentations
- Fourniture et pose de PVC des évacuations",0.99
descriptif,42,Appareils sanitaires,Pose,C-02,PVC des évacuations,U,1,10,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,,Siphon en PVC | de PVC des évacuations,"PRIX N° C-02 : LAVABO-VASQUE
Pose d'un lavabo comprenant :
- Pose de Mitigeur
- Fourniture et pose de 02 robinets d’arrêt Shell
- Fourniture et pose de Siphon en PVC
- Fourniture et pose de Flexibles de raccordement eaux alimentations
- Fourniture et pose de PVC des évacuations",0.99
descriptif,43,Appareils sanitaires,Pose,C-03,W.C Siège à l'anglaise,U,1,10,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,,WC comprenant | Siphon en PVC | de PVC des évacuations,"PRIX N° C-03 : W.C SIEGE A L'ANGLAISE
Pose d'un WC comprenant :
- Pose de Bati-support
- Pose de Douchette hygiénique
- Fourniture et pose de 02 robinets d’arrêt Shell
- Fourniture et pose de Siphon en PVC
- Fourniture et pose de Flexibles de raccordement eaux alimentations
- Fourniture et pose de PVC des évacuations",0.99
descriptif,44,Appareils sanitaires,Pose,C-03,Bati-support,U,1,10,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,,WC comprenant | Siphon en PVC | de PVC des évacuations,"PRIX N° C-03 : W.C SIEGE A L'ANGLAISE
Pose d'un WC comprenant :
- Pose de Bati-support
- Pose de Douchette hygiénique
- Fourniture et pose de 02 robinets d’arrêt Shell
- Fourniture et pose de Siphon en PVC
- Fourniture et pose de Flexibles de raccordement eaux alimentations
- Fourniture et pose de PVC des évacuations",0.99
descriptif,45,Appareils sanitaires,Pose,C-03,Douchette hygiénique,U,1,10,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,,WC comprenant | Siphon en PVC | de PVC des évacuations,"PRIX N° C-03 : W.C SIEGE A L'ANGLAISE
Pose d'un WC comprenant :
- Pose de Bati-support
- Pose de Douchette hygiénique
- Fourniture et pose de 02 robinets d’arrêt Shell
- Fourniture et pose de Siphon en PVC
- Fourniture et pose de Flexibles de raccordement eaux alimentations
- Fourniture et pose de PVC des évacuations",0.99
descriptif,46,Appareils sanitaires,Pose,C-03,Robinets d’arrêt Shell,U,2,10,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,,WC comprenant | Siphon en PVC | de PVC des évacuations,"PRIX N° C-03 : W.C SIEGE A L'ANGLAISE
Pose d'un WC comprenant :
- Pose de Bati-support
- Pose de Douchette hygiénique
- Fourniture et pose de 02 robinets d’arrêt Shell
- Fourniture et pose de Siphon en PVC
- Fourniture et pose de Flexibles de raccordement eaux alimentations
- Fourniture et pose de PVC des évacuations",0.99
descriptif,47,Appareils sanitaires,Pose,C-03,Siphon en PVC,U,1,10,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,,WC comprenant | de PVC des évacuations,"PRIX N° C-03 : W.C SIEGE A L'ANGLAISE
Pose d'un WC comprenant :
- Pose de Bati-support
- Pose de Douchette hygiénique
- Fourniture et pose de 02 robinets d’arrêt Shell
- Fourniture et pose de Siphon en PVC
- Fourniture et pose de Flexibles de raccordement eaux alimentations
- Fourniture et pose de PVC des évacuations",0.99
descriptif,48,Appareils sanitaires,Pose,C-03,Flexibles de raccordement eaux alimentations,U,1,10,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,,WC comprenant | Siphon en PVC | de PVC des évacuations,"PRIX N° C-03 : W.C SIEGE A L'ANGLAISE
Pose d'un WC comprenant :
- Pose de Bati-support
- Pose de Douchette hygiénique
- Fourniture et pose de 02 robinets d’arrêt Shell
- Fourniture et pose de Siphon en PVC
- Fourniture et pose de Flexibles de raccordement eaux alimentations
- Fourniture et pose de PVC des évacuations",0.99
descriptif,49,Appareils sanitaires,Pose,C-03,PVC des évacuations,U,1,10,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,,WC comprenant | Siphon en PVC | de PVC des évacuations,"PRIX N° C-03 : W.C SIEGE A L'ANGLAISE
Pose d'un WC comprenant :
- Pose de Bati-support
- Pose de Douchette hygiénique
- Fourniture et pose de 02 robinets d’arrêt Shell
- Fourniture et pose de Siphon en PVC
- Fourniture et pose de Flexibles de raccordement eaux alimentations
- Fourniture et pose de PVC des évacuations",0.99
descriptif,50,Appareils sanitaires,Pose,C-04,Bidet suspendu,U,1,10,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,,Siphon en PVC | de PVC des évacuations,"PRIX N° C-04 : BIDET
Pose d'un bidet suspendu comprenant :
- Pose de Mitigeur
LOT: FLUIDES                                    10                         DCE-CH III -IND C
- Fourniture et pose de 02 robinets d’arrêt Shell
- Fourniture et pose de Siphon en PVC
- Fourniture et pose de Flexibles de raccordement eaux alimentations
- Fourniture et pose de PVC des évacuations",0.99
descriptif,51,Appareils sanitaires,Pose,C-04,Mitigeur,U,1,10,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,,Siphon en PVC | de PVC des évacuations,"PRIX N° C-04 : BIDET
Pose d'un bidet suspendu comprenant :
- Pose de Mitigeur
LOT: FLUIDES                                    10                         DCE-CH III -IND C
- Fourniture et pose de 02 robinets d’arrêt Shell
- Fourniture et pose de Siphon en PVC
- Fourniture et pose de Flexibles de raccordement eaux alimentations
- Fourniture et pose de PVC des évacuations",0.984
descriptif,52,Appareils sanitaires,Pose,C-04,Robinets d’arrêt Shell,U,2,10,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,,Siphon en PVC | de PVC des évacuations,"PRIX N° C-04 : BIDET
Pose d'un bidet suspendu comprenant :
- Pose de Mitigeur
LOT: FLUIDES                                    10                         DCE-CH III -IND C
- Fourniture et pose de 02 robinets d’arrêt Shell
- Fourniture et pose de Siphon en PVC
- Fourniture et pose de Flexibles de raccordement eaux alimentations
- Fourniture et pose de PVC des évacuations",0.496
descriptif,53,Appareils sanitaires,Pose,C-04,Siphon en PVC,U,1,10,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,,de PVC des évacuations,"PRIX N° C-04 : BIDET
Pose d'un bidet suspendu comprenant :
- Pose de Mitigeur
LOT: FLUIDES                                    10                         DCE-CH III -IND C
- Fourniture et pose de 02 robinets d’arrêt Shell
- Fourniture et pose de Siphon en PVC
- Fourniture et pose de Flexibles de raccordement eaux alimentations
- Fourniture et pose de PVC des évacuations",0.496
descriptif,54,Appareils sanitaires,Pose,C-04,Flexibles de raccordement eaux alimentations,U,1,10,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,,Siphon en PVC | de PVC des évacuations,"PRIX N° C-04 : BIDET
Pose d'un bidet suspendu comprenant :
- Pose de Mitigeur
LOT: FLUIDES                                    10                         DCE-CH III -IND C
- Fourniture et pose de 02 robinets d’arrêt Shell
- Fourniture et pose de Siphon en PVC
- Fourniture et pose de Flexibles de raccordement eaux alimentations
- Fourniture et pose de PVC des évacuations",0.496
descriptif,55,Appareils sanitaires,Pose,C-04,PVC des évacuations,U,1,10,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,,Siphon en PVC | de PVC des évacuations,"PRIX N° C-04 : BIDET
Pose d'un bidet suspendu comprenant :
- Pose de Mitigeur
LOT: FLUIDES                                    10                         DCE-CH III -IND C
- Fourniture et pose de 02 robinets d’arrêt Shell
- Fourniture et pose de Siphon en PVC
- Fourniture et pose de Flexibles de raccordement eaux alimentations
- Fourniture et pose de PVC des évacuations",0.496
descriptif,56,Appareils sanitaires,Pose,C-05,Caniveau de douche,U,1,11,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,,"grille de douche, profile mural, barre de renfort et crochet","PRIX N°C-05 : DOUCHE A L’ITALIENNE
Pose d’un caniveau de douche, grille de douche, profile mural, barre de renfort et crochet
Y compris fixation, et toutes les sujétions de fourniture.",0.984
descriptif,57,Appareils sanitaires,Pose,C-05,Grille de douche,U,1,11,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,,"grille de douche, profile mural, barre de renfort et crochet","PRIX N°C-05 : DOUCHE A L’ITALIENNE
Pose d’un caniveau de douche, grille de douche, profile mural, barre de renfort et crochet
Y compris fixation, et toutes les sujétions de fourniture.",0.99
descriptif,58,Appareils sanitaires,Pose,C-05,Profile mural,U,1,11,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,,"grille de douche, profile mural, barre de renfort et crochet","PRIX N°C-05 : DOUCHE A L’ITALIENNE
Pose d’un caniveau de douche, grille de douche, profile mural, barre de renfort et crochet
Y compris fixation, et toutes les sujétions de fourniture.",0.936
descriptif,59,Appareils sanitaires,Pose,C-05,Barre de renfort,U,1,11,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,,"grille de douche, profile mural, barre de renfort et crochet","PRIX N°C-05 : DOUCHE A L’ITALIENNE
Pose d’un caniveau de douche, grille de douche, profile mural, barre de renfort et crochet
Y compris fixation, et toutes les sujétions de fourniture.",0.936
descriptif,60,Appareils sanitaires,Pose,C-05,Crochet,U,1,11,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,,"grille de douche, profile mural, barre de renfort et crochet","PRIX N°C-05 : DOUCHE A L’ITALIENNE
Pose d’un caniveau de douche, grille de douche, profile mural, barre de renfort et crochet
Y compris fixation, et toutes les sujétions de fourniture.",0.888
descriptif,61,Accessoires,Pose,D-01,Porte rouleau WC,U,1,11,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,,,"PRIX N°D-01 : PORTE ROULEAU WC
Pose d’un porte rouleaux",0.848
descriptif,62,Accessoires,Pose,D-02,Distributeur de savon liquide,U,1,11,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,D'EXTINCTEUR,"1,20m et 1,50m maxi par l’intermédiaire de chevilles et vis en inox | · Type d’extincteur","PRIX N°D-02 : DISTRIBUTEUR DE SAVON LIQUIDE
Pose de distributeur de savon mural
1,20m et 1,50m maxi par l’intermédiaire de chevilles et vis en inox.
Tous les balisages seront photoluminescents.
Le balisage sera fixe solidement sur des éléments de structure, au-dessus de l’extincteur
Dimensions : 200 * 200 ou 150 * 200
Il comportera les indications suivantes :
· Type d’extincteur
· Numéro de l’extincteur",0.888
descriptif,63,Accessoires,Pose,D-03,Sèche-mains à air pulsé,U,1,11,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,D'EXTINCTEUR,"1,20m et 1,50m maxi par l’intermédiaire de chevilles et vis en inox | · Type d’extincteur","PRIX N°D-03 : SECHE MAINS A AIR PULSE
Pose d’un sèche-mains à air pulsé
1,20m et 1,50m maxi par l’intermédiaire de chevilles et vis en inox.
Tous les balisages seront photoluminescents.
Le balisage sera fixe solidement sur des éléments de structure, au-dessus de l’extincteur
Dimensions : 200 * 200 ou 150 * 200
Il comportera les indications suivantes :
· Type d’extincteur
· Numéro de l’extincteur",0.99
descriptif,64,Accessoires,Pose,D-04,Glace miroir,U,1,11,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,,"de Glace miroir y compris fixation par attaches inox., pose sur contre plaque, y compris toutes sujétions de pose","PRIX N°D-04 : GLACE MIROIR
Pose de Glace miroir y compris fixation par attaches inox., pose sur contre plaque, y compris toutes
sujétions de pose.",0.99
descriptif,65,Protection incendie,,E-01,Extincteur portatif,U,1,11,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,D'EXTINCTEUR,"1,20m et 1,50m maxi par l’intermédiaire de chevilles et vis en inox | Le balisage sera fixe solidement sur des éléments de structure, au-dessus de l’extincteur | · Type d’extincteur | · Numéro de l’extincteur","PRIX N° E-01 : EXTINCTEUR PORTATIF
LOT: FLUIDES                                    11                         DCE-CH III -IND C
1,20m et 1,50m maxi par l’intermédiaire de chevilles et vis en inox.
Tous les balisages seront photoluminescents.
Le balisage sera fixe solidement sur des éléments de structure, au-dessus de l’extincteur
Dimensions : 200 * 200 ou 150 * 200
Il comportera les indications suivantes :
· Type d’extincteur
· Numéro de l’extincteur",0.816
descriptif,66,Protection incendie,,E-01,Extincteur à Eau pulvérisée 6 litres,U,1,11,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,D'EXTINCTEUR,"1,20m et 1,50m maxi par l’intermédiaire de chevilles et vis en inox | Le balisage sera fixe solidement sur des éléments de structure, au-dessus de l’extincteur | · Type d’extincteur | · Numéro de l’extincteur","PRIX N° E-01 : EXTINCTEUR PORTATIF
LOT: FLUIDES                                    11                         DCE-CH III -IND C
1,20m et 1,50m maxi par l’intermédiaire de chevilles et vis en inox.
Tous les balisages seront photoluminescents.
Le balisage sera fixe solidement sur des éléments de structure, au-dessus de l’extincteur
Dimensions : 200 * 200 ou 150 * 200
Il comportera les indications suivantes :
· Type d’extincteur
· Numéro de l’extincteur",0.496
descriptif,67,Protection incendie,,E-01,Extincteur à CO2 de 2 kg,U,1,11,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,D'EXTINCTEUR,"1,20m et 1,50m maxi par l’intermédiaire de chevilles et vis en inox | Le balisage sera fixe solidement sur des éléments de structure, au-dessus de l’extincteur | · Type d’extincteur | · Numéro de l’extincteur","PRIX N° E-01 : EXTINCTEUR PORTATIF
LOT: FLUIDES                                    11                         DCE-CH III -IND C
1,20m et 1,50m maxi par l’intermédiaire de chevilles et vis en inox.
Tous les balisages seront photoluminescents.
Le balisage sera fixe solidement sur des éléments de structure, au-dessus de l’extincteur
Dimensions : 200 * 200 ou 150 * 200
Il comportera les indications suivantes :
· Type d’extincteur
· Numéro de l’extincteur",0.496
descriptif,68,Protection incendie,,E-02,Bac à sable,U,1,12,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,,Bac à sable en tôle à capacité de 100 litres (700 x 350 x 480 mm) avec une pelle à manche 1m,"PRIX N° E-02 : BAC A SABLE
Bac à sable en tôle à capacité de 100 litres (700 x 350 x 480 mm) avec une pelle à manche 1m.",0.912
descriptif,69,Protection incendie,,E-03,Poteau incendie,U,1,12,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,BAYARD | ÉQUIPE,"timents couleur rouge, corps en fonteou équivalent | Une prise DN 100 | Deux prises DN 65 | Une vanne d’arrêt DN 100mm | Protection du poteau d’incendie par 02 tube en U inversé dont les caractéristiques techniques sont | Matériau : tube acier roulé diamètre 139mm","PRIX N° E-03 : POTEAU INCENDIE
L’extérieur des bâtiments
couleur rouge, corps en fonte, de marque BAYARD ou équivalent, équipe :
Une prise DN 100,
Deux prises DN 65,
Massif d’ancrage en gros béton.
Un regard 40x40 cm. Avec tampon métallique a clef pompière et
Une vanne d’arrêt DN 100mm.
Protection du poteau d’incendie par 02 tube en U inversé dont les caractéristiques techniques sont :
Matériau : tube acier roulé diamètre 139mm
Ancrage : béton 400mm de profondeur
Encombrement : 1200 x 1140 mm - Respecte le volume de dégagement de la norme NFS 62200 dans",0.99
descriptif,70,Climatisation,,F-01,Groupe extérieur VRV ou DRV à 02 tubes,U,1,13,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,DAKIN | MITSUBISHI ÉLECTRIQUE | TOSHIBA | SAMSUNG,Nota : Les puissances sont à vérifier par l'entreprise suivant le schéma de sélection en tenant compte les distances et puissances des UI | Ce système à débit de réfrigérant variable sera refroidi par air et utilisera en détente directe un caloporteur inoffensif pour la couche d'ozone type R410a ou R32 comme élément de transport thermique pour le chauffage et le rafraîchissement,"PRIX N° F-01 : GROUPE EXTERIEURE VRV OU DRV à 02 TUBES
Nota : Les puissances sont à vérifier par l'entreprise suivant le schéma de sélection en tenant
compte les distances et puissances des UI.
Les groupes de production seront de marque « Dakin, Mitsubishi électrique, Toshiba, Samsung ».
Ce système à débit de réfrigérant variable sera refroidi par air et utilisera en détente directe un
caloporteur inoffensif pour la couche d'ozone type R410a ou R32 comme élément de transport
thermique pour le chauffage et le rafraîchissement.
Ils seront de type monobloc et comprendront au moins un compresseur de type Scroll Inverter linéaire
dont la plage de variation de fréquence (30Hz - 115Hz) lui permettra d'ajuster à chaque instant sa
vitesse donc le débit de réfrigérant aux besoins frigorifiques ou calorifiques.
Ces systèmes appelés "" 2 tubes réversible "", offriront la possibilité à toutes les unités raccordées à un
même groupe extérieur de fonctionner t en mode chauffage ou en mode rafraîchissement quel que soit",0.99
descriptif,71,Climatisation,Régulation,F-02,Télécommande à câble,U,1,13,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,,Les unités intérieures seront pilotées à partir d'un ensemble de télécommandes de type à c | Température de consigne (plage disponible : 17°C/ 3 0°C),"PRIX N° F-02 : REGULATION
Les unités intérieures seront pilotées à partir d'un ensemble de télécommandes de type à câble.
LOT: FLUIDES                                    13                         DCE-CH III -IND C
•   Température de consigne (plage disponible : 17°C/ 3 0°C)
•   Vitesse de ventilation (Hi/ Me/ Lo)
règlements en vigueur",0.99
descriptif,72,Climatisation,,F-03,Kit de raccordement,U,1,14,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,TÉ,"Les différentes distributions se feront par l'intermédiaire de raccords frigorifiques de type | Collecteur fournis par distributeur, et installés verticalement ou Horizontalement selon les préconisations figurant dans le manuel d'installation","PRIX N° F-03 : KIT DE RACCORDEMENT
Les différentes distributions se feront par l'intermédiaire de raccords frigorifiques de type Té ou
Collecteur  fournis  par  distributeur,  et  installés  verticalement  ou  Horizontalement  selon  les
préconisations figurant dans le manuel d'installation.",0.99
descriptif,73,Climatisation,,F-04,Tubes frigorifiques calorifugés et électriques,ml,,14,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,,Le raccordement entre le groupe extérieur et les unités intérieures se fera par l'intermédiaire de conduits de cuivre déshydratés de qualité frigorifique et d'une épaisseur adaptée à l'utilisation du | R410a ou R32 | ble et devront être fixés à ce dernier par des colliers isolés tous les 15m (au maximum),"PRIX N° F-04 : TUBES FRIGORIFIQUES CALORIFUGEE ET ELECTRIQUE
Le raccordement entre le groupe extérieur et les unités intérieures se fera par l'intermédiaire de
conduits de cuivre déshydratés de qualité frigorifique et d'une épaisseur adaptée à l'utilisation du
R410a ou R32.
Ces conduits chemineront sur un chemin de câble et devront être fixés à ce dernier par des colliers
isolés tous les 15m (au maximum).
Ils emprunteront de préférence les gaines techniques, et les faux plafonds.
Le cheminement devra être optimisé pour limiter les pertes de charge réseau.
Toutes les brasures seront impérativement réalisées sous flux d'azote et une attention particulière devra
être apportée durant l'installation pour réduire tout risque d’humidité, d'impuretés créant une oxydation
à l'intérieur des conduits.
Les  différentes  distributions se  feront par  l'intermédiaire de raccords  frigorifiques  et  installés",0.99
descriptif,74,Climatisation,,F-05,Bus de communication,U,1,14,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,,"Une liaison de type bus assurera la communication entre le groupe extérieur, les unités intérieures | blage de type H-LINK (Bus ouvert englobant tous les GE et toutes les unités intérieures, respectivement les groupes extérieurs et les boîtiers de répartition, limitant les risques d'erreurs d'installation","PRIX N° F-05 : BUS DE COMMUNICATION
Une liaison de type bus assurera la communication entre le groupe extérieur, les unités intérieures.
Ce bus sera constitué de 2 conducteurs de section minimale 0.75 mm2, non polarisés, blindés (tresse
métallique raccordée à la masse en un point)
Lorsque "" plusieurs groupes extérieurs "" sont installés sur un même site, ils peuvent être bussés entre
eux selon un câblage de type H-LINK (Bus ouvert englobant tous les GE et toutes les unités
intérieures, respectivement les groupes extérieurs et les boîtiers de répartition, limitant les risques
d'erreurs d'installation.
LOT: FLUIDES                                    14                         DCE-CH III -IND C
Ce câblage pourra regrouper au maximum 16 groupes extérieurs et 128 unités intérieures tout en
limitant la longueur du bus H-LINK à 1000 m. (application standard) ou 5 000m.
Raccordements électriques des unités intérieures :",0.99
descriptif,75,Climatisation,,F-06,Évacuation condensat,ml,,15,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,,"Réseau en tube PVC avec fixation, supports, fourreaux, assemblage et bouchons","PRIX N° F-06 : EVACUATION CONDENSAT
Réseau en tube PVC avec fixation, supports, fourreaux, assemblage et bouchons.",0.888
descriptif,76,Climatisation,,F-07,Unité gainable à 02 tubes,U,1,15,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,DAKIN | MITSUBISHI ÉLECTRIQUE | TOSHIBA | SAMSUNG,"Climatiseur gainable à deux tubes de, classe énergétique A., Comprenant | La sélection de la puissance frigorifique sera faite en 2ème vitesses du ventilateur | Batterie froide à tube cuivre avec ailettes aluminium | Alimentation électrique : 220 V | 50 Hz","PRIX N° F-07 : UNITE GAINABLE à 02 tubes
Climatiseur gainable à deux tubes de marque « Dakin, Mitsubishi électrique, Toshiba, Samsung » ou
similaire, classe énergétique A., Comprenant :
La sélection de la puissance frigorifique sera faite en 2ème vitesses du ventilateur.
Caractéristiques :
•   Batterie froide à tube cuivre avec ailettes aluminium.
•   Ventilateur centrifuge à double ouïe, entraînement direct du moteur monophasé à 3 vitesses.
•   Filtre régénérable efficacité à 80 % ASHRAE gravimétrique.
•   Alimentation électrique : 220 V – 1 ph – 50 Hz.
•  Bac à condensat et bac auxiliaire isolé au-dessous avec tubulure de vidange.
•  Vannes d’isolement
•   Filtre à eau",0.99
descriptif,77,Climatisation,,F-08,Split système,U,1,15,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,,"Batterie à ailettes aluminium et tubes en cuivre | Charge de frigorigène R410 | Les unités intérieures seront composées : a) Unité de soufflage gainable | Batterie à détente directe, ailettes en aluminium et tubes en cuivre","PRIX N° F-08 : SPLIT SYSTEME
L’unité extérieure sera en Split pour l’alimentation de l’unité intérieure.
Les unités extérieures seront composées :
Unité avec compresseur à condensation par air
•   Installation extérieure
•   Compresseur hermétique rotatif 220v-50hz
•   Batterie à ailettes aluminium et tubes en cuivre
•   Ventilateur hélicoïdal à entraînement direct
•   Charge de frigorigène R410
•   Raccords rapides
•   Supports extérieurs
Les unités intérieures seront composées :",0.99
descriptif,78,Climatisation,,F-09,Gaine en laine de verre (Fiber Glass),m²,,16,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,FRANCE AIR,"de conduit autoporteur en laine de verre classé A2, M0, revêtement intérieur et extérieur aluminium compose | Feuille aluminium 40µm+grille de verre 15 g/m2+feuille d’aluminium 12 µm | Feuille aluminium 30µm+grille de verre 15 g/m2","PRIX N° F-09 : GAINE EN LAINE DE VERRE (FIBER GLASS)
Fourniture et pose de conduit autoporteur en laine de verre classé A2, M0, revêtement intérieur et
extérieur aluminium de Marque France AIR ou similaire compose de :
-   Panneaux rigides de laine de verre de forte densité
-   Revêtement extérieur :
▪   Feuille aluminium 40µm+grille de verre 15 g/m2+feuille d’aluminium 12 µm
-   Revêtement intérieur :
▪   Feuille aluminium 30µm+grille de verre 15 g/m2
-   Système d’emboîtement par chanfreins male /femelle obtenus sur densification des bords.",0.99
descriptif,79,Climatisation,,F-10,Grille de soufflage linéaire,U,1,16,ALYSSE-DESCRIPTIF_FLUIDES - IND C.pdf,,"Plénum calorifugé de raccordement en acier galvanisé | En vue d'une optimisation de la répartition d'air, les éléments de réglage sont montés en arrière, on peut les régler en façade sans qu'il soit besoin de démonter les grilles frontales | Les contre-cadres sont en tôle d'acier galvanisée | Vitesse au niveau des diffuseurs : 2 à 3 m/s","PRIX N° F-10 : GRILLE DE SOUFFLAGE
a- Linéaire
LOT: FLUIDES                                    16                         DCE-CH III -IND C
- Plénum calorifugé de raccordement en acier galvanisé.
Les soufflages seront équipés d'un réglage de débit d'air par volets opposés.
En vue d'une optimisation de la répartition d'air, les éléments de réglage sont montés en arrière, on
peut les régler en façade sans qu'il soit besoin de démonter les grilles frontales.
Les contre-cadres sont en tôle d'acier galvanisée.
Vitesse au niveau des diffuseurs : 2 à 3 m/s.",0.912
